Model,No_Of_VMs,Prompt,Token_Length,Response_Time_ms,Throughput_tok_s,VM1_metrics
bigscience/bloomz-560m,1,What is the year of independence of State of Palestine?,11,1791.79,7.255,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.917,""count"":18,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.004,""count"":18,""max"":0.038288116455078125,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":18,""max"":0.0399932861328125,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.556,""count"":18,""max"":24.671987497653088,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":18,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":18,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":52.528,""count"":18,""max"":88.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":18,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":18,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":18,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Outline causes applied intermediate engineering during practical renewable?,10,1348.23,8.159,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.871,""count"":17,""max"":98.9,""min"":98.8},""flow_recv_mb"":{""avg"":0.002,""count"":17,""max"":0.017737388610839844,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":17,""max"":0.051239013671875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.625,""count"":17,""max"":7.0037033702367255,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":17,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":17,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":26.453,""count"":17,""max"":100.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Summarize examples marketing weather science metrics?,9,2403.58,5.409,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.906,""count"":33,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":33,""max"":0.03969001770019531,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":33,""max"":0.04180908203125,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.858,""count"":33,""max"":14.454700873362974,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":33,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":33,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":48.655,""count"":33,""max"":262.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":33,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":33,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":33,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show guidelines qualitative without solutions global weather briefly?,9,1180.68,8.47,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.0,""count"":15,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.007,""count"":15,""max"":0.041828155517578125,""min"":0.0},""flow_sent_mb"":{""avg"":0.007,""count"":15,""max"":0.044651031494140625,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.3,""count"":15,""max"":7.7057703546049,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":15,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":15,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":40.52,""count"":15,""max"":71.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":15,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":15,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":15,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Give nutrition challenges software sports examples beginner?,8,1123.94,8.008,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.892,""count"":12,""max"":98.9,""min"":98.8},""flow_recv_mb"":{""avg"":0.004,""count"":12,""max"":0.03729820251464844,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":12,""max"":0.03855323791503906,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.931,""count"":12,""max"":20.90476017947111,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":12,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":12,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":40.525,""count"":12,""max"":84.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":12,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":12,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":12,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show to metrics origin simply causes?,7,1856.64,5.386,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.942,""count"":26,""max"":100.0,""min"":98.8},""flow_recv_mb"":{""avg"":0.003,""count"":26,""max"":0.03779029846191406,""min"":0.0},""flow_sent_mb"":{""avg"":2.605,""count"":26,""max"":67.60340881347656,""min"":0.0},""flow_throughput_mbps"":{""avg"":1271.374,""count"":26,""max"":33028.08351037649,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":26,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":26,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":52.404,""count"":26,""max"":133.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":26,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Identify ai now major transport intermediate medieval networks?,10,2971.02,5.049,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.214,""count"":36,""max"":99.0,""min"":0.0},""flow_recv_mb"":{""avg"":5.299,""count"":36,""max"":95.31004428863525,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":36,""max"":0.04228687286376953,""min"":0.0},""flow_throughput_mbps"":{""avg"":10859.105,""count"":36,""max"":226488.85115321248,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":36,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4233.444,""count"":36,""max"":4234,""min"":4233},""petals_cpu_percent"":{""avg"":38.464,""count"":36,""max"":94.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":36,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":36,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":36,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Describe advanced science effects beginner definition?,8,1519.06,6.583,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.01,""count"":20,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":0.003,""count"":20,""max"":0.04696464538574219,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":20,""max"":0.05080223083496094,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.309,""count"":20,""max"":3.3445563291988214,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":20,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4233.05,""count"":20,""max"":4234,""min"":4233},""petals_cpu_percent"":{""avg"":41.445,""count"":20,""max"":104.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss music ai marketing qualitative astronomy astronomy benefits rural?,11,1725.57,7.534,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.992,""count"":26,""max"":99.1,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":26,""max"":0.01964092254638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":26,""max"":0.049835205078125,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.56,""count"":26,""max"":6.699957399992842,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":26,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4233.846,""count"":26,""max"":4234,""min"":4233},""petals_cpu_percent"":{""avg"":53.027,""count"":26,""max"":170.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":26,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Outline typical anthropology security common ideas?,9,1530.88,7.185,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.99,""count"":30,""max"":99.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.003,""count"":30,""max"":0.04641151428222656,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":30,""max"":0.0475616455078125,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.661,""count"":30,""max"":14.090896625211489,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":30,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":30,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":44.3,""count"":30,""max"":130.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":30,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Identify urban nutrition minor uses ethical technology digital?,10,1738.15,6.904,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.063,""count"":19,""max"":100.0,""min"":99.0},""flow_recv_mb"":{""avg"":0.006,""count"":19,""max"":0.04227256774902344,""min"":0.0},""flow_sent_mb"":{""avg"":0.007,""count"":19,""max"":0.04378318786621094,""min"":0.0},""flow_throughput_mbps"":{""avg"":4.226,""count"":19,""max"":33.276744726857096,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":19,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":19,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":40.116,""count"":19,""max"":119.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Define with practical art major economics music weather?,9,1569.16,7.01,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.005,""count"":20,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":0.001,""count"":20,""max"":0.0049896240234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":20,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.562,""count"":20,""max"":7.514286052719137,""min"":0.0},""memory_percent"":{""avg"":53.6,""count"":20,""max"":53.6,""min"":53.6},""memory_used_mb"":{""avg"":4234.0,""count"":20,""max"":4234,""min"":4234},""petals_cpu_percent"":{""avg"":45.955,""count"":20,""max"":99.10000000000001,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show common medicine outcomes geology management technology practical?,10,1694.34,7.082,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":93.036,""count"":22,""max"":99.1,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":22,""max"":0.041507720947265625,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":22,""max"":0.04427909851074219,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.397,""count"":22,""max"":5.197760948588177,""min"":0.0},""memory_percent"":{""avg"":53.645,""count"":22,""max"":53.7,""min"":53.6},""memory_used_mb"":{""avg"":4235.818,""count"":22,""max"":4238,""min"":4234},""petals_cpu_percent"":{""avg"":49.359,""count"":22,""max"":132.9,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Compare business sociology ancient strategies main?,8,3019.75,4.636,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":95.915,""count"":40,""max"":99.0,""min"":0.0},""flow_recv_mb"":{""avg"":0.004,""count"":40,""max"":0.04367828369140625,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":40,""max"":0.04536628723144531,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.942,""count"":40,""max"":13.35612324795295,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":40,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":40,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":42.27,""count"":40,""max"":225.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":40,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":40,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":40,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Provide everyday engineering clearly features computing transport environment?,10,1613.09,7.439,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.945,""count"":31,""max"":99.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.002,""count"":31,""max"":0.02414417266845703,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":31,""max"":0.09605884552001953,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.267,""count"":31,""max"":3.949261153126199,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":31,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":31,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":49.835,""count"":31,""max"":93.1,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":31,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":31,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":31,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Summarize about linguistics challenges steps contemporary marketing without?,12,2754.01,6.173,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.764,""count"":45,""max"":100.0,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":45,""max"":0.04965972900390625,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":45,""max"":0.052288055419921875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.777,""count"":45,""max"":10.087721529008748,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":45,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":45,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":46.431,""count"":45,""max"":573.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":45,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":45,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":45,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss economics geography in security best environment in?,11,1751.29,7.423,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":95.396,""count"":28,""max"":99.0,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":28,""max"":0.03653907775878906,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":28,""max"":0.053585052490234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.616,""count"":28,""max"":10.677846921177867,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":28,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":28,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":46.064,""count"":28,""max"":107.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":28,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":28,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":28,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Contrast from simply typical energy practical physics algebra?,10,2177.17,5.971,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.976,""count"":25,""max"":100.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.003,""count"":25,""max"":0.04470062255859375,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":25,""max"":0.0469818115234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.833,""count"":25,""max"":10.823332216731794,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":25,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":25,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":34.332,""count"":25,""max"":103.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":25,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":25,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":25,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Define linguistics core tools energy patterns everyday linguistics?,11,1736.69,7.485,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":97.696,""count"":26,""max"":99.0,""min"":66.7},""flow_recv_mb"":{""avg"":0.004,""count"":26,""max"":0.0455169677734375,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":26,""max"":0.04875946044921875,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.629,""count"":26,""max"":30.789009495836353,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":26,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":26,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":50.185,""count"":26,""max"":106.10000000000001,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":26,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss applied to definition renewable history?,8,1500.12,6.666,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.922,""count"":18,""max"":99.0,""min"":98.9},""flow_recv_mb"":{""avg"":0.001,""count"":18,""max"":0.01964092254638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":18,""max"":0.045375823974609375,""min"":0.0},""flow_throughput_mbps"":{""avg"":5.3,""count"":18,""max"":88.50185414130375,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":18,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":18,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":26.95,""count"":18,""max"":70.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":18,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":18,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":18,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss main causes causes transport major contemporary in?,10,2516.71,5.563,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.105,""count"":37,""max"":99.1,""min"":66.7},""flow_recv_mb"":{""avg"":0.002,""count"":37,""max"":0.03786182403564453,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":37,""max"":0.04400920867919922,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.428,""count"":37,""max"":7.06211663463858,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":37,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":37,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":37.827,""count"":37,""max"":135.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":37,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":37,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":37,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Outline with advanced intermediate chemistry tools typical software?,10,1713.29,7.004,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.024,""count"":21,""max"":99.1,""min"":98.9},""flow_recv_mb"":{""avg"":0.003,""count"":21,""max"":0.04490089416503906,""min"":0.0},""flow_sent_mb"":{""avg"":0.003,""count"":21,""max"":0.04741477966308594,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.7,""count"":21,""max"":8.426627935442195,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":21,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":21,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":44.138,""count"":21,""max"":91.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":21,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":21,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":21,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Outline law health about methods rural?,8,1076.11,8.363,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":92.869,""count"":16,""max"":99.1,""min"":0.0},""flow_recv_mb"":{""avg"":0.005,""count"":16,""max"":0.04948234558105469,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":16,""max"":0.050067901611328125,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.372,""count"":16,""max"":19.102903868190122,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":16,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":16,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":28.969,""count"":16,""max"":75.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":16,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":16,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":16,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss medicine networks renewable in in?,8,1463.63,6.832,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.085,""count"":20,""max"":99.1,""min"":99.0},""flow_recv_mb"":{""avg"":0.002,""count"":20,""max"":0.02354717254638672,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":20,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":2.335,""count"":20,""max"":22.255765773372623,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":20,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":20,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":43.43,""count"":20,""max"":101.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,List overview beyond geography medicine sustainable common sports?,10,1245.39,8.833,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.088,""count"":17,""max"":99.2,""min"":99.0},""flow_recv_mb"":{""avg"":0.0,""count"":17,""max"":0.0049896240234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.0,""count"":17,""max"":0.0049896240234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.642,""count"":17,""max"":10.768042949305364,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":17,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":17,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":39.876,""count"":17,""max"":92.8,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Give history practice causes overview main?,7,1367.88,6.58,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.138,""count"":16,""max"":99.2,""min"":99.1},""flow_recv_mb"":{""avg"":0.001,""count"":16,""max"":0.0049896240234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.001,""count"":16,""max"":0.0049896240234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.249,""count"":16,""max"":1.5879890938174974,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":16,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":16,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":43.319,""count"":16,""max"":125.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":16,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":16,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":16,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,List art law geometry during advanced ethical agriculture?,9,2294.59,5.665,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":99.167,""count"":36,""max"":100.0,""min"":99.1},""flow_recv_mb"":{""avg"":0.005,""count"":36,""max"":0.04928874969482422,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":36,""max"":0.051978111267089844,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.934,""count"":36,""max"":13.835675063381698,""min"":0.0},""memory_percent"":{""avg"":53.7,""count"":36,""max"":53.7,""min"":53.7},""memory_used_mb"":{""avg"":4238.0,""count"":36,""max"":4238,""min"":4238},""petals_cpu_percent"":{""avg"":52.781,""count"":36,""max"":233.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":36,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":36,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":36,""max"":179,""min"":179}}}"
